member_name,member_start_date,member_end_date,political_party,administrative_region,gender
μουτσινας ιωαννη παρισης (παρις),2013-11-06,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,μαγνησιας,male
μουτσινας ιωαννη παρισης (παρις),2013-01-07,2013-11-05,ανεξαρτητοι (εκτος κομματος),μαγνησιας,male
μουτσινας ιωαννη παρισης (παρις),2012-06-17,2013-01-06,δημοκρατικη αριστερα,μαγνησιας,male
μουφτηογλου μουσταφα μεχμετ,1989-01-01,1989-06-02,νεα δημοκρατια,ροδοπης,male
μπακαδημα αγαθοκλη φωτεινη,2019-07-07,2020-07-25,μετωπο ευρωπαικης ρεαλιστικης ανυπακοης (μερα25),β' πειραιως,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),1989-11-05,1990-03-12,νεα δημοκρατια,ευρυτανιας,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),1990-04-08,1993-09-11,νεα δημοκρατια,ευρυτανιας,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),1993-10-10,1996-08-24,νεα δημοκρατια,ευρυτανιας,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),1996-09-22,2000-03-14,νεα δημοκρατια,α' αθηνων,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),2000-04-09,2002-12-31,νεα δημοκρατια,α' αθηνων,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),2007-09-16,2009-09-07,νεα δημοκρατια,α' αθηνων,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),2010-05-06,2012-04-11,ανεξαρτητοι (εκτος κομματος),α' αθηνων,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),2009-10-04,2010-05-05,νεα δημοκρατια,α' αθηνων,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),2012-06-17,2014-12-31,νεα δημοκρατια,επικρατειας,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),2015-01-25,2015-08-28,νεα δημοκρατια,α' αθηνων,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),2015-09-20,2019-06-11,νεα δημοκρατια,α' αθηνων,female
μπακογιαννη κωνσταντινου θεοδωρα (ντορα),2019-07-07,2020-07-25,νεα δημοκρατια,χανιων,female
μπακογιαννης κωνσταντινου παυλος,1989-06-18,1989-09-26,νεα δημοκρατια,ευρυτανιας,male
μπαλαουρας δημητριου γερασιμος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ηλειας,male
μπαλαουρας δημητριου γερασιμος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ηλειας,male
μπαλαφας περικλη ιωαννης,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
μπαλαφας περικλη ιωαννης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
μπαλαφας περικλη ιωαννης,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,β3' νοτιου τομεα αθηνων,male
μπαλκος μιλτιαδη αναστασιος,1989-01-01,1989-06-02,νεα δημοκρατια,πρεβεζας,male
μπαλλης γεωργιου συμεων,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,μαγνησιας,male
μπαλλης γεωργιου συμεων,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,μαγνησιας,male
μπαλτας αλεξανδρου αριστειδης-νικολαος-δημητριος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,αττικης,male
μπαλτας ελευθεριου αλεξανδρος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
μπαλτας ελευθεριου αλεξανδρος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
μπαλτας ελευθεριου αλεξανδρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
μπαλτας ελευθεριου αλεξανδρος,1996-09-22,1999-05-25,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
μπαλωμενακης δημητριου αντωνης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,χανιων,male
μπανιας βασιλειου ιωαννης,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male
μπαντουβας ιωαννη κωνσταντινος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
μπαντουβας ιωαννη κωνσταντινος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
μπαντουβας ιωαννη κωνσταντινος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
μπαντουβας ιωαννη κωνσταντινος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
μπαντουβας ιωαννη κωνσταντινος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
μπαντουβας ιωαννη κωνσταντινος,1999-02-28,2000-03-14,ανεξαρτητοι (εκτος κομματος),ηρακλειου,male
μπαντουβας ιωαννη κωνσταντινος,1996-09-22,1999-02-27,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου,male
αγγελης στεφανου ανεστης,2000-04-09,2004-02-11,νεα δημοκρατια,καστοριας,male
αγγελης στεφανου ανεστης,2004-03-07,2007-08-18,νεα δημοκρατια,καστοριας,male
αποστολακη γεωργιου ελενη-μαρια (μιλενα),2000-04-09,2000-09-20,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female
αποστολακη γεωργιου ελενη-μαρια (μιλενα),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female
αποστολακη γεωργιου ελενη-μαρια (μιλενα),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female
αποστολακη γεωργιου ελενη-μαρια (μιλενα),2011-11-01,2012-04-11,ανεξαρτητοι (εκτος κομματος),β' αθηνων,female
αποστολακη γεωργιου ελενη-μαρια (μιλενα),2009-10-04,2011-10-31,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,female
μπαντουβας κωνσταντινου κωνσταντινος,2004-03-07,2007-08-18,νεα δημοκρατια,ηρακλειου,male
μπαντουβας κωνσταντινου κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,ηρακλειου,male
μπαξεβανακης σολωνα δημητριος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ηλειας,male
μπαξεβανακης σολωνα δημητριος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ηλειας,male
μπαραλιακος ελευθεριου ξενοφων (φωντας),2019-07-07,2020-07-25,νεα δημοκρατια,πιεριας,male
μπαραν νετζαντη μπουρχαν,2019-07-07,2020-07-25,κινημα αλλαγης,ξανθης,male
μπαργιωτας αθανασιου κωνσταντινος,2015-01-25,2015-08-28,το ποταμι,λαρισας,male
μπαργιωτας αθανασιου κωνσταντινος,2017-03-29,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),λαρισας,male
μπαργιωτας αθανασιου κωνσταντινος,2017-02-07,2017-03-28,ανεξαρτητοι (εκτος κομματος),λαρισας,male
μπαργιωτας αθανασιου κωνσταντινος,2015-09-20,2017-02-06,το ποταμι,λαρισας,male
μπαρκας θεοφανη κωνσταντινος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,πρεβεζας,male
μπαρκας θεοφανη κωνσταντινος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,πρεβεζας,male
μπαρκας θεοφανη κωνσταντινος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,πρεβεζας,male
μπαρκας θεοφανη κωνσταντινος,2019-07-07,2020-07-25,συνασπισμος ριζοσπαστικης αριστερας,πρεβεζας,male
μπαρμπαγιαννης ιωαννου βασιλειος,1996-09-22,1997-04-16,νεα δημοκρατια,β' πειραιως,male
μπαρμπαγιαννης ιωαννου βασιλειος,2000-04-09,2001-09-19,νεα δημοκρατια,β' πειραιως,male
μπαρμπαρουσης ηλια κωνσταντινος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,αιτωλοακαρνανιας,male
μπαρμπαρουσης ηλια κωνσταντινος,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,αιτωλοακαρνανιας,male
μπαρμπαρουσης ηλια κωνσταντινος,2015-01-25,2015-08-28,λαικος συνδεσμος - χρυση αυγη,αιτωλοακαρνανιας,male
μπαρμπαρουσης ηλια κωνσταντινος,2019-01-15,2019-06-11,λαικος συνδεσμος - χρυση αυγη,αιτωλοακαρνανιας,male
μπαρμπαρουσης ηλια κωνσταντινος,2018-06-15,2019-01-14,ανεξαρτητοι (εκτος κομματος),αιτωλοακαρνανιας,male
μπαρμπαρουσης ηλια κωνσταντινος,2015-09-20,2018-06-14,λαικος συνδεσμος - χρυση αυγη,αιτωλοακαρνανιας,male
μπαρτζωκας στεργιου αναστασιος,2019-07-07,2020-07-25,νεα δημοκρατια,ημαθιας,male
μπασαγιαννης αριστειδη χρηστος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male
